name,log2FC,pvalue,Status
peak52518,-0.162133976,0.751924543,Stable
peak42794,-0.162127325,0.790560877,Stable
peak54092,-0.162114284,0.77331962,Stable
peak60287,-0.162100961,0.777867614,Stable
peak24246,-0.1620936,0.782759391,Stable
peak30194,-0.1620936,0.782759391,Stable
peak69917,-0.1620936,0.782759391,Stable
peak14153,-0.162066083,0.771509893,Stable
peak48085,-0.162050438,0.586692646,Stable
peak70722,-0.162028639,0.678215572,Stable
peak24940,-0.162013147,0.744372903,Stable
peak67501,-0.161982311,0.72067829,Stable
peak14054,-0.161944742,0.79673233,Stable
peak52631,-0.161911922,0.774206627,Stable
peak1843,-0.161910186,0.714140618,Stable
peak4078,-0.161889438,0.740655217,Stable
peak19033,-0.161876305,0.769436859,Stable
peak5023,-0.161873173,0.722314784,Stable
peak68672,-0.161825793,0.769184331,Stable
peak60790,-0.161816733,0.71091721,Stable
peak17695,-0.161811317,0.775174743,Stable
peak57254,-0.161797494,0.75547903,Stable
peak17038,-0.161764445,0.79152479,Stable
peak18069,-0.161744718,0.720469453,Stable
peak51877,-0.161735542,0.752802684,Stable
peak27137,-0.161727013,0.703519063,Stable
peak41268,-0.161725308,0.76700596,Stable
peak5265,-0.161707134,0.764203771,Stable
peak56136,-0.161665351,0.71922581,Stable
peak43378,-0.161645404,0.77793305,Stable
peak60116,-0.161589099,0.645739489,Stable
peak61556,-0.161575186,0.778037543,Stable
peak41612,-0.161552462,0.744307363,Stable
peak47862,-0.161534885,0.746855726,Stable
peak40745,-0.161514673,0.746432592,Stable
peak68225,-0.161494617,0.791369151,Stable
peak5478,-0.161461528,0.739267195,Stable
peak14941,-0.161437219,0.799036801,Stable
peak8671,-0.161418798,0.752865513,Stable
peak64528,-0.161407186,0.790282441,Stable
peak54007,-0.161394297,0.778728968,Stable
peak54949,-0.161364826,0.719991916,Stable
peak60197,-0.16134223,0.746460187,Stable
peak4774,-0.161334355,0.758542168,Stable
peak37130,-0.161319378,0.756185798,Stable
peak22729,-0.16131628,0.724774395,Stable
peak60928,-0.161310408,0.761959601,Stable
peak41669,-0.161301136,0.740726898,Stable
peak71099,-0.161301136,0.740726898,Stable
peak40126,-0.161265043,0.768062637,Stable
peak11917,-0.161247315,0.800890114,Stable
peak19710,-0.161221523,0.783010613,Stable
peak25378,-0.161217063,0.743769005,Stable
peak34224,-0.161217063,0.743769005,Stable
peak65351,-0.161188767,0.754862917,Stable
peak51434,-0.161187171,0.766516405,Stable
peak58957,-0.161187171,0.766516405,Stable
peak41416,-0.161178646,0.727646089,Stable
peak16868,-0.161162022,0.704631898,Stable
peak25488,-0.161097583,0.721263341,Stable
peak55083,-0.16108566,0.75179848,Stable
peak32010,-0.1610675,0.750190598,Stable
peak2892,-0.161031094,0.742587384,Stable
peak60601,-0.161025007,0.766675245,Stable
peak8635,-0.160898971,0.767550804,Stable
peak36720,-0.160860485,0.791309666,Stable
peak47769,-0.160844703,0.744532049,Stable
peak18968,-0.160840485,0.768895211,Stable
peak24267,-0.160840485,0.768895211,Stable
peak51626,-0.160795804,0.792357819,Stable
peak20268,-0.160785958,0.74264434,Stable
peak55772,-0.160775953,0.77205676,Stable
peak41900,-0.160768434,0.797319261,Stable
peak72614,-0.160724776,0.754989584,Stable
peak43972,-0.160678288,0.809185486,Stable
peak43684,-0.160656773,0.743170017,Stable
peak25231,-0.160629036,0.764715214,Stable
peak54012,-0.160616965,0.729131739,Stable
peak38444,-0.160579527,0.747933943,Stable
peak66670,-0.160579527,0.747933943,Stable
peak65204,-0.160576374,0.749151463,Stable
peak32533,-0.160503169,0.769131324,Stable
peak13589,-0.160463225,0.776142798,Stable
peak69572,-0.160450383,0.790317501,Stable
peak48356,-0.160449587,0.772760031,Stable
peak9303,-0.160441823,0.770468706,Stable
peak22638,-0.160441823,0.770468706,Stable
peak24681,-0.160415188,0.734658195,Stable
peak68701,-0.160344815,0.767146518,Stable
peak57985,-0.160299904,0.775045411,Stable
peak59845,-0.160287422,0.751928505,Stable
peak32115,-0.160285465,0.789086097,Stable
peak9423,-0.160246335,0.804580352,Stable
peak39834,-0.160203642,0.793061637,Stable
peak10850,-0.160200033,0.749784041,Stable
peak44220,-0.160200033,0.749784041,Stable
peak43232,-0.160184578,0.748864103,Stable
peak14938,-0.160159939,0.764962869,Stable
peak15315,-0.160120934,0.741061139,Stable
peak36550,-0.160088635,0.799569349,Stable
peak31303,-0.160028237,0.794528693,Stable
peak71287,-0.159929241,0.857520438,Stable
peak13269,-0.159923358,0.781439719,Stable
peak16837,-0.15987332,0.75792515,Stable
peak2615,-0.159837612,0.721489443,Stable
peak25655,-0.15983419,0.746693723,Stable
peak11558,-0.159802379,0.762377682,Stable
peak60052,-0.159783186,0.741598655,Stable
peak71883,-0.159764881,0.792658487,Stable
peak47413,-0.159762577,0.781730097,Stable
peak12456,-0.1597503,0.767113397,Stable
peak7869,-0.159714665,0.721164367,Stable
peak62527,-0.159705104,0.734561874,Stable
peak72768,-0.159689086,0.759568823,Stable
peak58404,-0.159634453,0.776923078,Stable
peak49496,-0.159558263,0.774481542,Stable
peak11599,-0.159518381,0.787915214,Stable
peak37514,-0.159493439,0.727506292,Stable
peak60944,-0.159452512,0.766221615,Stable
peak59309,-0.159425723,0.75760764,Stable
peak13391,-0.1594061,0.744597959,Stable
peak26317,-0.159396238,0.794325618,Stable
peak40369,-0.159382384,0.742047534,Stable
peak13355,-0.159372235,0.76884682,Stable
peak7539,-0.159362009,0.744058116,Stable
peak32277,-0.15935321,0.741713898,Stable
peak48924,-0.159276561,0.767251646,Stable
peak19417,-0.159240832,0.778705138,Stable
peak34939,-0.159240832,0.778705138,Stable
peak13314,-0.1592408,0.797343816,Stable
peak40584,-0.15923717,0.782586903,Stable
peak33431,-0.159192591,0.753654089,Stable
peak22843,-0.159148044,0.74963453,Stable
peak23135,-0.159148044,0.74963453,Stable
peak48421,-0.15913624,0.75888723,Stable
peak35393,-0.159094279,0.767331939,Stable
peak38856,-0.159094279,0.767331939,Stable
peak25873,-0.15907555,0.743504551,Stable
peak16148,-0.159068971,0.767439438,Stable
peak319,-0.159064552,0.746735703,Stable
peak30044,-0.159054429,0.726059168,Stable
peak40548,-0.159044972,0.784016172,Stable
peak62563,-0.159043022,0.759634215,Stable
peak9703,-0.158978741,0.787647746,Stable
peak16405,-0.158951743,0.736201015,Stable
peak2456,-0.158897264,0.740929237,Stable
peak58318,-0.158872264,0.675992227,Stable
peak46493,-0.158857149,0.765708729,Stable
peak65798,-0.158857149,0.765708729,Stable
peak52805,-0.158855338,0.749340806,Stable
peak41783,-0.158854103,0.785433043,Stable
peak51610,-0.158854103,0.785433043,Stable
peak65436,-0.158854103,0.785433043,Stable
peak22523,-0.158829272,0.79223071,Stable
peak52853,-0.158660178,0.696784128,Stable
peak18111,-0.158645153,0.764241108,Stable
peak24414,-0.158622412,0.794718233,Stable
peak29404,-0.158532191,0.803896256,Stable
peak62810,-0.158529541,0.766579441,Stable
peak9730,-0.158522341,0.780824267,Stable
peak34080,-0.158511121,0.77259962,Stable
peak23896,-0.158506662,0.707991263,Stable
peak57027,-0.158470011,0.76964969,Stable
peak65858,-0.158468252,0.77190939,Stable
peak44812,-0.158456424,0.785675006,Stable
peak8185,-0.15842235,0.730931417,Stable
peak21424,-0.158393831,0.748013655,Stable
peak24500,-0.158393831,0.748013655,Stable
peak23394,-0.158390135,0.765951104,Stable
peak52643,-0.158390135,0.765951104,Stable
peak31170,-0.158383318,0.773869494,Stable
peak1156,-0.158369998,0.768109237,Stable
peak23338,-0.158369998,0.768109237,Stable
peak9190,-0.158352917,0.713804467,Stable
peak7314,-0.158325579,0.77070817,Stable
peak45805,-0.158313741,0.769126155,Stable
peak8914,-0.158262786,0.788698725,Stable
peak4125,-0.158246523,0.766602759,Stable
peak41400,-0.158242814,0.775577597,Stable
peak34488,-0.158196103,0.764936935,Stable
peak66861,-0.158196103,0.764936935,Stable
peak21921,-0.158182206,0.771546284,Stable
peak32841,-0.158155975,0.737443866,Stable
peak50771,-0.15813528,0.798835861,Stable
peak54134,-0.15813528,0.798835861,Stable
peak34509,-0.158131819,0.771910537,Stable
peak45905,-0.158091442,0.788097746,Stable
peak23877,-0.158065612,0.754449843,Stable
peak58996,-0.158065612,0.754449843,Stable
peak6506,-0.158060814,0.750056139,Stable
peak18907,-0.158030528,0.766487414,Stable
peak46285,-0.158029221,0.757586756,Stable
peak34254,-0.158013905,0.746740805,Stable
peak44147,-0.158013905,0.746740805,Stable
peak2306,-0.157995307,0.799870107,Stable
peak7581,-0.157989627,0.734165845,Stable
peak59092,-0.157986847,0.746710218,Stable
peak3061,-0.15796576,0.769399203,Stable
peak35008,-0.157937853,0.760800217,Stable
peak2785,-0.157932297,0.772626371,Stable
peak35371,-0.157932297,0.772626371,Stable
peak51586,-0.157932297,0.772626371,Stable
peak7183,-0.157891356,0.749517788,Stable
peak36988,-0.157855807,0.803067377,Stable
peak46892,-0.157851918,0.769532339,Stable
peak57043,-0.157832414,0.774185544,Stable
peak27991,-0.157750899,0.737659467,Stable
peak62242,-0.157750193,0.794876271,Stable
peak48878,-0.157729901,0.724797006,Stable
peak63780,-0.157711993,0.706879977,Stable
peak58886,-0.157711116,0.79914803,Stable
peak49155,-0.157699814,0.834664805,Stable
peak16753,-0.15768481,0.768410611,Stable
peak47348,-0.157669118,0.769676547,Stable
peak52492,-0.157669118,0.769676547,Stable
peak72322,-0.157669118,0.769676547,Stable
peak42664,-0.157620851,0.743391424,Stable
peak65353,-0.157596068,0.72406673,Stable
peak33348,-0.157551878,0.737840789,Stable
peak56403,-0.157539244,0.755815839,Stable
peak68021,-0.1574939,0.726525983,Stable
peak12998,-0.157493833,0.774572748,Stable
peak28468,-0.157469809,0.72707999,Stable
peak54329,-0.157468147,0.763033848,Stable
peak30687,-0.157467269,0.744737616,Stable
peak46598,-0.157467269,0.744737616,Stable
peak57442,-0.157454796,0.744490376,Stable
peak60003,-0.157454796,0.744490376,Stable
peak41292,-0.157450951,0.825310129,Stable
peak10091,-0.157428515,0.764854925,Stable
peak60762,-0.157404376,0.711609685,Stable
peak31307,-0.157384123,0.781450034,Stable
peak44574,-0.157330895,0.767867393,Stable
peak11902,-0.157323413,0.735338143,Stable
peak3463,-0.157308131,0.778412522,Stable
peak40832,-0.157306588,0.75117913,Stable
peak33878,-0.15730335,0.732374249,Stable
peak14753,-0.157295333,0.749328011,Stable
peak72940,-0.157295333,0.749328011,Stable
peak68185,-0.157293767,0.757538403,Stable
peak44460,-0.15729184,0.715530522,Stable
peak4868,-0.15728259,0.767780317,Stable
peak68524,-0.157261593,0.80470287,Stable
peak47975,-0.157261227,0.759235432,Stable
peak42053,-0.157245472,0.746837486,Stable
peak47370,-0.157245472,0.746837486,Stable
peak39094,-0.157239752,0.764987692,Stable
peak34507,-0.15721595,0.778351178,Stable
peak45748,-0.157215458,0.700143697,Stable
peak49737,-0.157178768,0.769434637,Stable
peak8656,-0.157110701,0.750681092,Stable
peak6753,-0.15699326,0.735164083,Stable
peak24369,-0.156989902,0.746252188,Stable
peak16393,-0.156919305,0.750034883,Stable
peak11153,-0.156888417,0.732526092,Stable
peak38252,-0.156883557,0.794394813,Stable
peak16866,-0.15688073,0.781321406,Stable
peak5149,-0.156872975,0.731648077,Stable
peak33469,-0.156867648,0.772429682,Stable
peak2498,-0.156831715,0.727092158,Stable
peak68030,-0.156784553,0.725006724,Stable
peak53763,-0.156702773,0.745477272,Stable
peak7119,-0.156582583,0.783318257,Stable
peak54569,-0.156574353,0.774862334,Stable
peak61298,-0.156574353,0.774862334,Stable
peak30829,-0.156561163,0.691397418,Stable
peak38701,-0.15655588,0.735494068,Stable
peak27939,-0.15648013,0.788318656,Stable
peak27090,-0.156453618,0.785334425,Stable
peak54271,-0.15637713,0.775966046,Stable
peak67769,-0.15637713,0.775966046,Stable
peak19240,-0.156351937,0.784889863,Stable
peak23710,-0.156347419,0.796272177,Stable
peak45784,-0.156325722,0.800148266,Stable
peak30807,-0.156275227,0.822486306,Stable
peak18286,-0.156263829,0.767855261,Stable
peak10739,-0.156247019,0.725707996,Stable
peak52686,-0.156191129,0.772682771,Stable
peak30261,-0.156169942,0.753602688,Stable
peak33238,-0.156145976,0.773914655,Stable
peak56307,-0.156126868,0.710776041,Stable
peak28633,-0.156118965,0.781332802,Stable
peak31783,-0.156112317,0.793721564,Stable
peak73709,-0.156112317,0.793721564,Stable
peak44278,-0.156049082,0.748905702,Stable
peak43400,-0.156023623,0.795139542,Stable
peak73360,-0.15601459,0.805126334,Stable
peak42045,-0.155980197,0.764104997,Stable
peak33470,-0.155968982,0.772090813,Stable
peak43368,-0.155957292,0.768341233,Stable
peak6072,-0.155944321,0.772942996,Stable
peak4016,-0.155909848,0.727785386,Stable
peak75144,-0.155882424,0.791138831,Stable
peak61071,-0.155878437,0.68516024,Stable
peak8383,-0.155854934,0.789089797,Stable
peak44856,-0.155854934,0.789089797,Stable
peak59197,-0.155822147,0.782871669,Stable
peak18368,-0.155776404,0.78280785,Stable
peak46346,-0.155772262,0.774203561,Stable
peak42648,-0.155763404,0.729191327,Stable
peak51648,-0.155758327,0.779039576,Stable
peak1536,-0.155750407,0.770071775,Stable
peak50014,-0.155750407,0.770071775,Stable
peak23219,-0.155632595,0.795413072,Stable
peak11983,-0.155613443,0.772614807,Stable
peak20083,-0.155613443,0.772614807,Stable
peak11283,-0.155610067,0.76385726,Stable
peak15821,-0.155561571,0.710594491,Stable
peak50834,-0.155508202,0.809972392,Stable
peak68260,-0.15549701,0.756470909,Stable
peak69868,-0.155482083,0.796153621,Stable
peak24031,-0.155419572,0.738816501,Stable
peak73212,-0.155362657,0.734090962,Stable
peak20514,-0.15535487,0.758680515,Stable
peak43083,-0.155338023,0.78360433,Stable
peak61536,-0.155307834,0.761791034,Stable
peak70681,-0.155236726,0.794776398,Stable
peak25011,-0.155221276,0.747240805,Stable
peak29541,-0.155221276,0.747240805,Stable
peak4287,-0.155144029,0.733644204,Stable
peak5579,-0.155133965,0.746746455,Stable
peak22848,-0.155128377,0.756375334,Stable
peak73444,-0.155126043,0.730332097,Stable
peak11467,-0.155105314,0.789541183,Stable
peak42332,-0.155105314,0.789541183,Stable
peak1377,-0.155104351,0.881342347,Stable
peak27843,-0.155096635,0.746161334,Stable
peak38902,-0.155096635,0.746161334,Stable
peak55541,-0.155082557,0.769379583,Stable
peak18862,-0.155056219,0.71970864,Stable
peak67385,-0.155001341,0.782736771,Stable
peak2956,-0.154989771,0.779434992,Stable
peak2869,-0.154939349,0.75507203,Stable
peak43755,-0.154931712,0.787219787,Stable
peak53613,-0.154923825,0.784985735,Stable
peak59625,-0.154881014,0.80889482,Stable
peak14041,-0.154852688,0.775856246,Stable
peak57559,-0.154835852,0.802651301,Stable
peak60419,-0.154835852,0.802651301,Stable
peak38615,-0.154779778,0.780918495,Stable
peak73430,-0.154779435,0.688563539,Stable
peak66948,-0.154771862,0.753670885,Stable
peak72705,-0.154757387,0.802048409,Stable
peak32750,-0.154743547,0.757027126,Stable
peak64622,-0.154699956,0.773557365,Stable
peak676,-0.154618652,0.783093358,Stable
peak37187,-0.154540811,0.797108397,Stable
peak59129,-0.154540811,0.797108397,Stable
peak67081,-0.154535862,0.806562699,Stable
peak61784,-0.154526021,0.805327725,Stable
peak66252,-0.154477814,0.723067015,Stable
peak3362,-0.154472318,0.771336656,Stable
peak16388,-0.15442909,0.773035965,Stable
peak9678,-0.154424185,0.753436636,Stable
peak7813,-0.154417583,0.771508298,Stable
peak22420,-0.154417583,0.771508298,Stable
peak62935,-0.154417583,0.771508298,Stable
peak67671,-0.154417583,0.771508298,Stable
peak15567,-0.154386405,0.755431353,Stable
peak7096,-0.154378917,0.796862902,Stable
peak13259,-0.154378917,0.796862902,Stable
peak33454,-0.154321673,0.787492624,Stable
peak23925,-0.154227864,0.72317106,Stable
peak35474,-0.154216958,0.769045235,Stable
peak23138,-0.154197095,0.779784114,Stable
peak59374,-0.15419498,0.757462798,Stable
peak68915,-0.15419498,0.757462798,Stable
peak62407,-0.154193599,0.804693809,Stable
peak622,-0.15417822,0.775851645,Stable
peak63794,-0.154147808,0.746367092,Stable
peak19177,-0.154117698,0.77655208,Stable
peak54678,-0.154060597,0.7733505,Stable
peak62396,-0.154034078,0.817816214,Stable
peak45279,-0.154014547,0.803569424,Stable
peak50868,-0.154014547,0.803569424,Stable
peak40595,-0.15400045,0.797067843,Stable
peak15514,-0.153966287,0.72883867,Stable
peak6365,-0.153932597,0.77427275,Stable
peak22713,-0.15384126,0.789654809,Stable
peak64934,-0.153827734,0.771934538,Stable
peak19289,-0.153813579,0.77435531,Stable
peak33557,-0.153801323,0.783369443,Stable
peak26521,-0.153765487,0.825517633,Stable
peak25662,-0.153719528,0.745996509,Stable
peak63155,-0.153713904,0.717162779,Stable
peak33449,-0.153672288,0.786689363,Stable
peak9802,-0.15366571,0.796082144,Stable
peak72820,-0.15366571,0.796082144,Stable
peak71590,-0.153636212,0.733481845,Stable
peak21159,-0.153599151,0.73737761,Stable
peak26524,-0.153522668,0.818238055,Stable
peak10789,-0.153517328,0.809080646,Stable
peak69948,-0.153512087,0.796254753,Stable
peak16225,-0.153490271,0.79403413,Stable
peak29679,-0.153469311,0.763442429,Stable
peak47173,-0.153434611,0.750006341,Stable
peak44103,-0.153434566,0.798148517,Stable
peak3190,-0.153429018,0.787304631,Stable
peak66237,-0.153429018,0.787304631,Stable
peak72365,-0.153360174,0.782802998,Stable
peak50966,-0.153355059,0.773184398,Stable
peak14962,-0.153354127,0.770101492,Stable
peak13094,-0.15328503,0.760002029,Stable
peak15153,-0.153228581,0.772240027,Stable
peak15215,-0.153227101,0.778040575,Stable
peak44044,-0.153203687,0.78285551,Stable
peak69485,-0.153129786,0.787467758,Stable
peak12747,-0.153063628,0.76560611,Stable
peak70516,-0.153012738,0.771569152,Stable
peak48375,-0.153012183,0.74788414,Stable
peak48579,-0.153004553,0.7708666,Stable
peak48289,-0.152999381,0.767014853,Stable
peak13956,-0.152962084,0.718291463,Stable
peak11516,-0.152911297,0.760251345,Stable
peak38775,-0.152907635,0.809059322,Stable
peak3616,-0.152897669,0.761970879,Stable
peak55654,-0.152813035,0.780631344,Stable
peak293,-0.152811519,0.795216055,Stable
peak52727,-0.152806583,0.773415983,Stable
peak58016,-0.152806583,0.773415983,Stable
peak34500,-0.152763128,0.806722039,Stable
peak21557,-0.152755887,0.705561309,Stable
peak21558,-0.152684298,0.718511358,Stable
peak23458,-0.152625477,0.706602192,Stable
peak18299,-0.152616914,0.753774135,Stable
peak26598,-0.152616647,0.772014921,Stable
peak1307,-0.152616269,0.777114026,Stable
peak70000,-0.1526151,0.788517074,Stable
peak49570,-0.152612634,0.757646956,Stable
peak68302,-0.152598988,0.774633902,Stable
peak49702,-0.152594778,0.755599416,Stable
peak71026,-0.152590922,0.80210408,Stable
peak18095,-0.152576879,0.769815523,Stable
peak54886,-0.152531569,0.812319507,Stable
peak39212,-0.152491885,0.749731093,Stable
peak13990,-0.15247254,0.745631545,Stable
peak12648,-0.152465611,0.797515626,Stable
peak3341,-0.152416832,0.756147311,Stable
peak66958,-0.152386892,0.785774327,Stable
peak26548,-0.152341448,0.773138624,Stable
peak7661,-0.152338196,0.768832216,Stable
peak30778,-0.152328688,0.815651066,Stable
peak41411,-0.152316095,0.766011206,Stable
peak8029,-0.152311992,0.692434907,Stable
peak50316,-0.152309792,0.793997432,Stable
peak72000,-0.152302166,0.75750151,Stable
peak58712,-0.152299935,0.804687359,Stable
peak8118,-0.152276493,0.773821525,Stable
peak52846,-0.152272313,0.777455957,Stable
peak61720,-0.152272313,0.777455957,Stable
peak12497,-0.152260291,0.802593896,Stable
peak14298,-0.152260291,0.802593896,Stable
peak18421,-0.152260291,0.802593896,Stable
peak32383,-0.152248736,0.748097197,Stable
peak3374,-0.152239915,0.774108083,Stable
peak5585,-0.152202264,0.783019906,Stable
peak8082,-0.152129036,0.785696367,Stable
peak63622,-0.152109714,0.810508076,Stable
peak26527,-0.152098658,0.789995919,Stable
peak50479,-0.152089008,0.763000296,Stable
peak32144,-0.152079007,0.912873918,Stable
peak14783,-0.152057895,0.796029378,Stable
peak10267,-0.152015612,0.799895023,Stable
peak24538,-0.151990304,0.776054947,Stable
peak10050,-0.151954017,0.759452946,Stable
peak13985,-0.151943336,0.802366765,Stable
peak46859,-0.151909415,0.758914762,Stable
peak12338,-0.151883463,0.797689138,Stable
peak49615,-0.151880904,0.809763984,Stable
peak19255,-0.151807164,0.751903192,Stable
peak58568,-0.151742964,0.782144517,Stable
peak36177,-0.15174267,0.730283448,Stable
peak42370,-0.151730316,0.747466635,Stable
peak48746,-0.151705715,0.888717598,Stable
peak9741,-0.151612972,0.806162137,Stable
peak24064,-0.15156724,0.731614517,Stable
peak55866,-0.151563142,0.746826672,Stable
peak25821,-0.15156231,0.710808891,Stable
peak16711,-0.15153822,0.792304123,Stable
peak27321,-0.15153822,0.792304123,Stable
peak32054,-0.151529875,0.772950551,Stable
peak11934,-0.151500792,0.786256668,Stable
peak47278,-0.151490604,0.806283732,Stable
peak31907,-0.151459616,0.751606016,Stable
peak14472,-0.151418824,0.682124227,Stable
peak57923,-0.151408787,0.76951761,Stable
peak51693,-0.151403918,0.79966577,Stable
peak19111,-0.151398274,0.80837644,Stable
peak700,-0.151336401,0.730509076,Stable
peak3950,-0.151335113,0.644243437,Stable
peak4164,-0.151323788,0.777972962,Stable
peak40880,-0.151314734,0.755752263,Stable
peak11402,-0.151297064,0.744638512,Stable
peak5816,-0.151277331,0.753118334,Stable
peak35501,-0.151253954,0.807923886,Stable
peak23912,-0.151246083,0.782396369,Stable
peak26885,-0.151213508,0.805493008,Stable
peak3196,-0.151136707,0.814293631,Stable
peak27724,-0.151126669,0.792959108,Stable
peak26203,-0.151119417,0.779475882,Stable
peak21422,-0.15105542,0.76388183,Stable
peak22236,-0.151046341,0.774704516,Stable
peak25084,-0.151040265,0.841663173,Stable
peak35580,-0.151000854,0.679501085,Stable
peak39907,-0.150981685,0.759251149,Stable
peak30270,-0.150964643,0.779743352,Stable
peak41323,-0.15093695,0.780499308,Stable
peak16340,-0.150931534,0.795418153,Stable
peak2033,-0.150891118,0.772405974,Stable
peak41911,-0.150850843,0.800156441,Stable
peak37566,-0.150829748,0.756251776,Stable
peak67683,-0.150821547,0.782549202,Stable
peak6117,-0.15079564,0.755457297,Stable
peak19262,-0.150772632,0.788611167,Stable
peak47657,-0.150763377,0.76733639,Stable
peak31463,-0.150751068,0.774713033,Stable
peak52956,-0.150714132,0.802629929,Stable
peak46097,-0.150672298,0.759745661,Stable
peak27108,-0.15062852,0.803251512,Stable
peak26143,-0.150587208,0.749961155,Stable
peak31939,-0.150581128,0.812814913,Stable
peak65424,-0.150563827,0.78371032,Stable
peak15302,-0.150554514,0.75915929,Stable
peak13017,-0.15055,0.787448042,Stable
peak23560,-0.150533502,0.75951635,Stable
peak66804,-0.150533502,0.75951635,Stable
peak40744,-0.150463803,0.731542751,Stable
peak2573,-0.15045304,0.765145018,Stable
peak15138,-0.150425163,0.750083662,Stable
peak27143,-0.150375625,0.721363715,Stable
peak30390,-0.150364632,0.803855303,Stable
peak57799,-0.150355146,0.801374188,Stable
peak12683,-0.150320846,0.810794067,Stable
peak41485,-0.150308765,0.775133959,Stable
peak49455,-0.150308765,0.775133959,Stable
peak21273,-0.150279695,0.799281703,Stable
peak52064,-0.150251517,0.76582977,Stable
peak60506,-0.15024056,0.785144494,Stable
peak66325,-0.15024056,0.785144494,Stable
peak66889,-0.15024056,0.785144494,Stable
peak27948,-0.150188044,0.774944391,Stable
peak22940,-0.150166792,0.788609344,Stable
peak65625,-0.150152055,0.900389067,Stable
peak19644,-0.150118092,0.787827419,Stable
peak69809,-0.150102908,0.771615741,Stable
peak35760,-0.150088536,0.781372853,Stable
peak35363,-0.150066561,0.799495913,Stable
peak61419,-0.15003883,0.775171796,Stable
peak28537,-0.150032183,0.732252655,Stable
peak8536,-0.150020018,0.756366118,Stable
peak37943,-0.150018305,0.739327389,Stable
peak55687,-0.150018282,0.808954553,Stable
peak35232,-0.150007288,0.729637933,Stable
peak72778,-0.149981617,0.775956048,Stable
peak36875,-0.149956307,0.798250996,Stable
peak22164,-0.149952601,0.770854342,Stable
peak31593,-0.149939668,0.86771204,Stable
peak39303,-0.149939668,0.86771204,Stable
peak832,-0.149896422,0.776238457,Stable
peak65541,-0.149896422,0.776238457,Stable
peak17357,-0.149852975,0.777051976,Stable
peak21771,-0.149852975,0.777051976,Stable
peak12028,-0.149771241,0.793528345,Stable
peak64139,-0.149743602,0.779337416,Stable
peak43565,-0.149704916,0.739545009,Stable
peak67356,-0.149698661,0.817338872,Stable
peak60668,-0.149695729,0.806204854,Stable
peak59093,-0.149695223,0.801671784,Stable
peak18803,-0.149691956,0.707890677,Stable
peak55810,-0.149683822,0.755429526,Stable
peak39015,-0.149675975,0.772122767,Stable
peak33485,-0.149658129,0.818172016,Stable
peak14616,-0.149654165,0.802876567,Stable
peak42303,-0.149637178,0.790865907,Stable
peak75150,-0.149611385,0.735222865,Stable
peak14223,-0.149599271,0.7539531,Stable
peak50311,-0.149596936,0.771639244,Stable
peak31022,-0.149587086,0.758523826,Stable
peak17016,-0.149584411,0.743455257,Stable
peak63761,-0.149584411,0.743455257,Stable
peak22486,-0.149549395,0.711044619,Stable
peak27920,-0.149519772,0.805984433,Stable
peak39673,-0.149519165,0.806113213,Stable
peak15789,-0.149511495,0.778026349,Stable
peak75112,-0.149511495,0.778026349,Stable
peak5716,-0.149489255,0.77258222,Stable
peak67465,-0.149482452,0.740184699,Stable
peak36721,-0.149472009,0.777098491,Stable
peak50485,-0.149468321,0.775099864,Stable
peak48462,-0.149459448,0.799113362,Stable
peak21286,-0.149444293,0.790826908,Stable
peak54503,-0.149444293,0.790826908,Stable
peak69324,-0.149444293,0.790826908,Stable
peak41330,-0.149374046,0.799914782,Stable
peak24069,-0.149312877,0.770747149,Stable
peak72504,-0.149284809,0.773138068,Stable
peak21083,-0.149260015,0.743975036,Stable
peak68129,-0.14922826,0.890815618,Stable
peak42295,-0.149209071,0.759507066,Stable
peak45878,-0.149180803,0.825059244,Stable
peak36551,-0.149176528,0.813444733,Stable
peak60085,-0.14916866,0.799746953,Stable
peak64420,-0.149159817,0.783394482,Stable
peak72087,-0.149153414,0.802956963,Stable
peak74779,-0.149115854,0.790454819,Stable
peak34141,-0.149093419,0.759103189,Stable
peak21276,-0.149015526,0.77542899,Stable
peak244,-0.149010378,0.778425444,Stable
peak45216,-0.148995922,0.798071373,Stable
peak44644,-0.148994327,0.768555345,Stable
peak6919,-0.148993162,0.774884767,Stable
peak4166,-0.148976355,0.775071662,Stable
peak52716,-0.148976355,0.775071662,Stable
peak68053,-0.148976355,0.775071662,Stable
peak72765,-0.148954366,0.758771259,Stable
peak39978,-0.148949103,0.752159561,Stable
peak25270,-0.148933145,0.808049264,Stable
peak14264,-0.148916542,0.794848558,Stable
peak27336,-0.148916542,0.794848558,Stable
peak41235,-0.148837977,0.7978199,Stable
peak47376,-0.148837934,0.781920101,Stable
peak41365,-0.148828255,0.80040904,Stable
peak56495,-0.148808771,0.783618646,Stable
peak1100,-0.148798439,0.7681122,Stable
peak63082,-0.148768695,0.80126646,Stable
peak34790,-0.148730908,0.798647483,Stable
peak38188,-0.148730908,0.798647483,Stable
peak54932,-0.148719237,0.774440034,Stable
peak24003,-0.148712306,0.750417728,Stable
peak32823,-0.148711339,0.79244952,Stable
peak18890,-0.148709973,0.764795036,Stable
peak4696,-0.148706624,0.749423367,Stable
peak72371,-0.14870366,0.807333851,Stable
peak59598,-0.148696144,0.802842705,Stable
peak20858,-0.148611517,0.801187542,Stable
peak39608,-0.148611517,0.801187542,Stable
