name,log2FC,pvalue,Status
peak11662,-0.67275637,0.228187455,Stable
peak22914,-0.672753451,0.193372589,Stable
peak968,-0.672711438,0.176462796,Stable
peak57066,-0.672700604,0.242532258,Stable
peak36541,-0.672696743,0.232421291,Stable
peak59999,-0.672679916,0.167735463,Stable
peak5999,-0.672638249,0.189915863,Stable
peak73785,-0.672582473,0.235156113,Stable
peak67710,-0.672576871,0.1464535,Stable
peak35746,-0.672380002,0.034175759,Loss
peak52209,-0.672373954,0.234014495,Stable
peak9191,-0.672332731,0.266354438,Stable
peak51032,-0.672296554,0.146386382,Stable
peak20682,-0.672171748,0.268095903,Stable
peak55303,-0.672160865,0.273680342,Stable
peak3092,-0.672104319,0.128897092,Stable
peak12982,-0.672037726,0.262992671,Stable
peak61193,-0.67199948,0.145259852,Stable
peak31106,-0.671949391,0.118617438,Stable
peak16241,-0.671944432,0.218925332,Stable
peak42858,-0.671911815,0.262051729,Stable
peak1018,-0.67188409,0.188957092,Stable
peak39271,-0.671826186,0.392848786,Stable
peak14572,-0.671762639,0.246815721,Stable
peak15398,-0.671739571,0.174858987,Stable
peak66199,-0.671737083,0.032005543,Loss
peak43322,-0.671701639,0.085298164,Stable
peak61695,-0.671687614,0.092305006,Stable
peak10504,-0.671683668,0.238206445,Stable
peak69338,-0.671663666,0.165951967,Stable
peak14169,-0.671660341,0.285883975,Stable
peak67834,-0.671658417,0.340478041,Stable
peak13325,-0.671616811,0.247605113,Stable
peak66272,-0.671565538,0.206867115,Stable
peak33597,-0.671475631,0.250436167,Stable
peak4062,-0.671412076,0.086916704,Stable
peak21730,-0.671399639,0.240480517,Stable
peak34221,-0.671395725,0.148241166,Stable
peak60974,-0.671383121,0.259315427,Stable
peak55939,-0.671325196,0.185246159,Stable
peak66060,-0.671324088,0.202802972,Stable
peak23029,-0.671286591,0.086034602,Stable
peak35416,-0.671257067,0.096892984,Stable
peak18243,-0.671203078,0.146810874,Stable
peak15013,-0.671168475,0.218260834,Stable
peak71094,-0.671080309,0.056025192,Stable
peak53433,-0.67106073,0.220450928,Stable
peak57854,-0.671045752,0.260506187,Stable
peak22961,-0.671027254,0.060109809,Stable
peak46715,-0.670992621,0.131480332,Stable
peak15279,-0.670990537,0.26480975,Stable
peak28631,-0.670990537,0.26480975,Stable
peak38196,-0.670990537,0.26480975,Stable
peak45300,-0.670982614,0.155718067,Stable
peak22911,-0.670938802,0.27099285,Stable
peak54066,-0.670938802,0.27099285,Stable
peak2179,-0.670896141,0.178575293,Stable
peak35460,-0.670874755,0.357829897,Stable
peak36526,-0.670810157,0.215466356,Stable
peak13773,-0.670707379,0.102080157,Stable
peak11466,-0.670699175,0.101654622,Stable
peak7331,-0.67065951,0.17527711,Stable
peak74282,-0.670591003,0.180048729,Stable
peak68191,-0.670560926,0.160099715,Stable
peak58263,-0.67047732,0.129450713,Stable
peak63701,-0.670455492,0.225866267,Stable
peak71886,-0.670406636,0.255802031,Stable
peak16676,-0.670390215,0.246353195,Stable
peak44218,-0.670369294,0.194226356,Stable
peak50606,-0.670255457,0.248612313,Stable
peak30738,-0.670252485,0.224279831,Stable
peak65391,-0.670244468,0.153758536,Stable
peak46608,-0.670215959,0.236864306,Stable
peak56653,-0.670215959,0.236864306,Stable
peak67587,-0.670117358,0.168264565,Stable
peak24897,-0.67010273,0.344585456,Stable
peak7269,-0.67005506,0.169916491,Stable
peak58384,-0.669994988,0.180631346,Stable
peak48133,-0.669962429,0.238857988,Stable
peak30155,-0.66990684,0.324681714,Stable
peak74508,-0.669884195,0.067854056,Stable
peak24544,-0.66987465,0.074645716,Stable
peak28291,-0.669855795,0.063577044,Stable
peak28434,-0.669813862,0.171278604,Stable
peak30351,-0.669797883,0.21224658,Stable
peak7808,-0.669774734,0.30288921,Stable
peak58942,-0.669774734,0.30288921,Stable
peak39848,-0.669708581,0.374532236,Stable
peak43218,-0.669692042,0.030408003,Loss
peak1019,-0.669677113,0.124355465,Stable
peak32622,-0.669669647,0.21398276,Stable
peak30506,-0.66966757,0.300464235,Stable
peak27291,-0.669617888,0.147721435,Stable
peak61995,-0.669564604,0.27996075,Stable
peak56570,-0.669562357,0.146969153,Stable
peak2228,-0.669480774,0.30043017,Stable
peak3166,-0.669455,0.268802577,Stable
peak37932,-0.669455,0.268802577,Stable
peak71703,-0.669435198,0.072791125,Stable
peak25812,-0.669402854,0.338631423,Stable
peak54572,-0.669402854,0.338631423,Stable
peak68667,-0.669378341,0.185351525,Stable
peak2826,-0.669373142,0.510701445,Stable
peak1756,-0.669291578,0.271201673,Stable
peak15096,-0.669291578,0.271201673,Stable
peak39255,-0.669291578,0.271201673,Stable
peak2454,-0.669262671,0.186611082,Stable
peak67786,-0.669262671,0.186611082,Stable
peak43535,-0.669244527,0.281960461,Stable
peak71145,-0.669179796,0.247309313,Stable
peak75425,-0.669175084,0.193452976,Stable
peak18932,-0.66915558,0.243251728,Stable
peak16126,-0.669118158,0.284402265,Stable
peak43856,-0.668888963,0.331123804,Stable
peak3447,-0.668867865,0.149243276,Stable
peak52789,-0.668867865,0.149243276,Stable
peak19191,-0.668860537,0.237462282,Stable
peak29255,-0.668814315,0.220337339,Stable
peak55869,-0.668814315,0.220337339,Stable
peak3678,-0.668767498,0.295283846,Stable
peak22568,-0.668750574,0.224720574,Stable
peak53933,-0.66871778,0.281635777,Stable
peak34760,-0.668698625,0.220905508,Stable
peak53694,-0.668698625,0.220905508,Stable
peak74966,-0.668670498,0.143265813,Stable
peak72071,-0.668668639,0.075490898,Stable
peak41124,-0.668659162,0.291002474,Stable
peak35630,-0.668645596,0.283384775,Stable
peak58396,-0.668645596,0.283384775,Stable
peak57357,-0.668634346,0.218789394,Stable
peak13810,-0.668633579,0.287120955,Stable
peak52436,-0.668618473,0.182221405,Stable
peak480,-0.668564845,0.226902064,Stable
peak18104,-0.668524933,0.218974224,Stable
peak45322,-0.668524933,0.218974224,Stable
peak14043,-0.66851806,0.279417536,Stable
peak20332,-0.668470867,0.196193058,Stable
peak9804,-0.668437338,0.274064657,Stable
peak50666,-0.668427876,0.219647601,Stable
peak56613,-0.66837606,0.07293523,Stable
peak41473,-0.668206638,0.269139886,Stable
peak69903,-0.668196512,0.227046779,Stable
peak57494,-0.668191912,0.280310163,Stable
peak15606,-0.668160091,0.065027479,Stable
peak5293,-0.66813899,0.16445836,Stable
peak20112,-0.668131361,0.168253268,Stable
peak24221,-0.668104451,0.226663528,Stable
peak20655,-0.668052279,0.113364496,Stable
peak42301,-0.668031222,0.263140379,Stable
peak34210,-0.668024767,0.200825777,Stable
peak59116,-0.667978956,0.160679547,Stable
peak22469,-0.667919488,0.162327095,Stable
peak9687,-0.667884407,0.213837268,Stable
peak11132,-0.667873922,0.243384044,Stable
peak59125,-0.667811676,0.244824604,Stable
peak55659,-0.6677851,0.248050313,Stable
peak62386,-0.667777416,0.057246776,Stable
peak7886,-0.667762794,0.101338404,Stable
peak33926,-0.667761436,0.29380847,Stable
peak44848,-0.6677588,0.278382396,Stable
peak15316,-0.667657125,0.088598109,Stable
peak56336,-0.667643574,0.069075105,Stable
peak60225,-0.667613074,0.312596957,Stable
peak50852,-0.667497154,0.143090255,Stable
peak23582,-0.667483348,0.231932384,Stable
peak72694,-0.667470833,0.359336896,Stable
peak1863,-0.667469867,0.18833587,Stable
peak48523,-0.667469867,0.18833587,Stable
peak52175,-0.667425003,0.235999371,Stable
peak67112,-0.66741689,0.213321157,Stable
peak56408,-0.667315376,0.185804932,Stable
peak11172,-0.667282854,0.331244513,Stable
peak60077,-0.667266672,0.117934725,Stable
peak52698,-0.667258225,0.186648552,Stable
peak74292,-0.667258225,0.186648552,Stable
peak16930,-0.667097952,0.118401424,Stable
peak33498,-0.667076412,0.101325928,Stable
peak62865,-0.666953796,0.200560038,Stable
peak10218,-0.666927515,0.159449114,Stable
peak35856,-0.666897768,0.313999123,Stable
peak45940,-0.666897768,0.313999123,Stable
peak47212,-0.666881559,0.377872996,Stable
peak46253,-0.666793172,0.035221981,Loss
peak33625,-0.666736192,0.195287187,Stable
peak18503,-0.666700681,0.187778525,Stable
peak68366,-0.666664279,0.140164126,Stable
peak64570,-0.666650309,0.273590452,Stable
peak13581,-0.666618472,0.089428865,Stable
peak12145,-0.666577269,0.249007161,Stable
peak56923,-0.666577269,0.249007161,Stable
peak53866,-0.666556311,0.310338204,Stable
peak23640,-0.666500847,0.054667248,Stable
peak1919,-0.666499142,0.268789199,Stable
peak49286,-0.666491444,0.123686756,Stable
peak24618,-0.666421617,0.251354264,Stable
peak24028,-0.666412963,0.223494923,Stable
peak22725,-0.666392881,0.230632716,Stable
peak35586,-0.666376991,0.278645698,Stable
peak1326,-0.666376414,0.225194469,Stable
peak3418,-0.666338747,0.248479108,Stable
peak14287,-0.666330711,0.212551164,Stable
peak62257,-0.666330176,0.184074152,Stable
peak415,-0.666295644,0.078547843,Stable
peak29811,-0.666254955,0.290961703,Stable
peak39463,-0.666240069,0.166984873,Stable
peak50351,-0.666185628,0.199513353,Stable
peak23471,-0.666141979,0.222133987,Stable
peak16193,-0.666104005,0.277318537,Stable
peak31499,-0.666082211,0.13089765,Stable
peak1339,-0.666078148,0.164047485,Stable
peak21988,-0.666068767,0.200692344,Stable
peak30679,-0.666068128,0.262831725,Stable
peak65633,-0.666057005,0.187842796,Stable
peak74086,-0.666004207,0.165561449,Stable
peak61869,-0.665988237,0.276002994,Stable
peak69272,-0.665927441,0.110541118,Stable
peak24335,-0.665901783,0.205072848,Stable
peak56345,-0.665900246,0.098022851,Stable
peak8897,-0.665883697,0.114399223,Stable
peak46370,-0.665874791,0.049632561,Loss
peak26429,-0.665858428,0.270620144,Stable
peak73188,-0.66579313,0.258902622,Stable
peak42442,-0.665783043,0.280460912,Stable
peak29113,-0.665774674,0.182456681,Stable
peak19410,-0.665739553,0.080612529,Stable
peak38545,-0.665705515,0.110001792,Stable
peak37127,-0.665702796,0.177759241,Stable
peak41460,-0.665678892,0.296633451,Stable
peak25610,-0.665656001,0.289648819,Stable
peak32087,-0.665653247,0.284596789,Stable
peak63981,-0.665653247,0.284596789,Stable
peak6064,-0.66557401,0.169255892,Stable
peak57501,-0.665564491,0.190034204,Stable
peak66362,-0.665555172,0.270775397,Stable
peak33467,-0.665527066,0.213648418,Stable
peak70992,-0.665471819,0.216313174,Stable
peak51761,-0.665456697,0.254744418,Stable
peak13253,-0.665399282,0.10794039,Stable
peak26118,-0.665348687,0.213659389,Stable
peak58988,-0.665348687,0.213659389,Stable
peak24213,-0.665327191,0.20354055,Stable
peak72052,-0.665321709,0.10475998,Stable
peak49244,-0.665273269,0.243890995,Stable
peak36119,-0.665265452,0.187170755,Stable
peak7759,-0.665236879,0.330567609,Stable
peak25346,-0.665228677,0.246511337,Stable
peak62371,-0.665204314,0.128188053,Stable
peak47248,-0.665203635,0.1889341,Stable
peak38587,-0.665202418,0.250912162,Stable
peak39562,-0.665188957,0.213196489,Stable
peak39111,-0.665181513,0.257045161,Stable
peak28997,-0.665133568,0.215353638,Stable
peak37488,-0.665133568,0.215353638,Stable
peak46806,-0.665133172,0.192115748,Stable
peak68317,-0.66508173,0.219099214,Stable
peak38847,-0.665067169,0.238575472,Stable
peak39360,-0.665047778,0.222174917,Stable
peak15397,-0.665046311,0.196732634,Stable
peak13295,-0.664976591,0.231415908,Stable
peak4453,-0.664940929,0.213457761,Stable
peak6508,-0.664923976,0.218713517,Stable
peak9538,-0.664922608,0.145819179,Stable
peak62959,-0.664901402,0.17596286,Stable
peak50253,-0.664876566,0.227031041,Stable
peak51644,-0.664872804,0.170950075,Stable
peak61259,-0.664836774,0.221519069,Stable
peak35058,-0.66483176,0.223527253,Stable
peak57610,-0.664829089,0.174921671,Stable
peak38041,-0.664760771,0.200585059,Stable
peak51874,-0.664745003,0.176726347,Stable
peak42689,-0.664727879,0.205786243,Stable
peak64030,-0.664642776,0.203463881,Stable
peak54231,-0.664561205,0.107030036,Stable
peak57279,-0.664535773,0.317986727,Stable
peak24467,-0.664519155,0.156352293,Stable
peak54731,-0.664506914,0.190549053,Stable
peak42734,-0.66444294,0.192524122,Stable
peak23872,-0.664364923,0.183448942,Stable
peak35353,-0.664364923,0.183448942,Stable
peak18066,-0.664355884,0.180146714,Stable
peak15219,-0.664355703,0.264702397,Stable
peak66467,-0.664173174,0.159700067,Stable
peak45632,-0.664170394,0.147158398,Stable
peak37885,-0.664146404,0.289129375,Stable
peak8135,-0.664079603,0.272636143,Stable
peak35430,-0.664063795,0.185633267,Stable
peak37016,-0.664048995,0.202987827,Stable
peak28497,-0.664041639,0.187882485,Stable
peak19906,-0.664034639,0.260726706,Stable
peak14754,-0.66401878,0.241968189,Stable
peak52290,-0.664016547,0.230132806,Stable
peak3133,-0.664006393,0.312499633,Stable
peak33999,-0.663997205,0.21288505,Stable
peak57319,-0.663948039,0.108498041,Stable
peak23080,-0.663841972,0.256009458,Stable
peak15214,-0.663834001,0.297021982,Stable
peak50231,-0.663797179,0.295221994,Stable
peak3927,-0.663765046,0.206400001,Stable
peak36555,-0.663723471,0.250547976,Stable
peak23186,-0.663701739,0.277469294,Stable
peak24804,-0.663701739,0.277469294,Stable
peak21721,-0.663676601,0.227077033,Stable
peak37203,-0.663664006,0.289073001,Stable
peak24933,-0.663629888,0.320554887,Stable
peak44250,-0.663591114,0.328715407,Stable
peak64229,-0.663588634,0.235084195,Stable
peak73510,-0.663582685,0.310899548,Stable
peak66953,-0.663477153,0.047013338,Loss
peak49273,-0.663415541,0.230084958,Stable
peak11159,-0.663412872,0.223328987,Stable
peak38410,-0.663401777,0.189889399,Stable
peak68723,-0.663387476,0.314525356,Stable
peak15966,-0.66337904,0.283215075,Stable
peak21513,-0.663365253,0.056469531,Stable
peak5705,-0.663348942,0.331859986,Stable
peak70634,-0.663294801,0.157385872,Stable
peak39734,-0.663263679,0.248707576,Stable
peak13164,-0.66325952,0.2569847,Stable
peak75322,-0.66325952,0.2569847,Stable
peak12894,-0.663220721,0.325223351,Stable
peak34192,-0.663220721,0.325223351,Stable
peak20730,-0.66312434,0.132295106,Stable
peak32287,-0.66310147,0.312747242,Stable
peak50791,-0.663097511,0.257962445,Stable
peak989,-0.663094582,0.235819192,Stable
peak1437,-0.663052365,0.213605228,Stable
peak52606,-0.663010717,0.177094582,Stable
peak27821,-0.662979015,0.21361829,Stable
peak51078,-0.662979015,0.21361829,Stable
peak4433,-0.662932182,0.241287036,Stable
peak13796,-0.662900141,0.36273596,Stable
peak41138,-0.662896957,0.279962923,Stable
peak9462,-0.662883919,0.175393787,Stable
peak5453,-0.662785913,0.231801495,Stable
peak21274,-0.662780073,0.105795852,Stable
peak3083,-0.662745289,0.194428541,Stable
peak38466,-0.66272702,0.10819861,Stable
peak32581,-0.662713306,0.187599288,Stable
peak57572,-0.662711121,0.133896148,Stable
peak775,-0.662705513,0.287114432,Stable
peak25099,-0.662663414,0.249374348,Stable
peak33220,-0.662663414,0.249374348,Stable
peak55559,-0.66265785,0.14224497,Stable
peak39192,-0.662641617,0.108047176,Stable
peak44551,-0.662624769,0.324241685,Stable
peak67027,-0.662594652,0.165887087,Stable
peak3229,-0.662567034,0.145988821,Stable
peak11969,-0.66252775,0.231966373,Stable
peak9399,-0.662491026,0.436170672,Stable
peak53573,-0.662462968,0.221155822,Stable
peak16415,-0.662398214,0.264613842,Stable
peak41660,-0.661853477,0.321354244,Stable
peak14929,-0.661850859,0.077348957,Stable
peak62888,-0.661633271,0.213813337,Stable
peak37440,-0.661612293,0.235734287,Stable
peak72514,-0.661612293,0.235734287,Stable
peak35556,-0.661571806,0.229481165,Stable
peak59464,-0.661518447,0.281369557,Stable
peak17839,-0.661515585,0.236085516,Stable
peak42675,-0.661487906,0.126364736,Stable
peak51466,-0.661449848,0.095772612,Stable
peak45863,-0.661361185,0.233795599,Stable
peak24514,-0.661303892,0.147613475,Stable
peak38366,-0.661256038,0.392413269,Stable
peak47176,-0.661244931,0.262665969,Stable
peak22857,-0.661224527,0.256080622,Stable
peak68786,-0.661224527,0.256080622,Stable
peak58496,-0.661222806,0.26139501,Stable
peak65752,-0.661206406,0.239006297,Stable
peak9778,-0.661183683,0.257116742,Stable
peak13875,-0.661182312,0.058519669,Stable
peak54293,-0.661133746,0.234979119,Stable
peak18149,-0.661108619,0.255644269,Stable
peak62110,-0.661077352,0.140530568,Stable
peak18052,-0.661060733,0.232735226,Stable
peak30726,-0.661048145,0.221130858,Stable
peak64405,-0.661048145,0.221130858,Stable
peak14291,-0.661019948,0.131384616,Stable
peak74006,-0.661019414,0.148651866,Stable
peak23671,-0.661014053,0.254424037,Stable
peak15538,-0.66099961,0.176061577,Stable
peak32970,-0.660977955,0.310222078,Stable
peak2313,-0.660901415,0.069451877,Stable
peak62472,-0.660873983,0.149302821,Stable
peak42946,-0.660860469,0.136064974,Stable
peak57666,-0.660858308,0.133109064,Stable
peak51685,-0.660854057,0.215146556,Stable
peak71966,-0.660821727,0.299911858,Stable
peak16144,-0.660816261,0.283071171,Stable
peak10012,-0.660679013,0.285936825,Stable
peak15738,-0.660651872,0.289478484,Stable
peak27306,-0.660635223,0.236318785,Stable
peak55693,-0.660595625,0.260880923,Stable
peak20943,-0.660546595,0.286970035,Stable
peak24860,-0.660541279,0.222616214,Stable
peak2416,-0.660500277,0.265227031,Stable
peak41267,-0.660497376,0.201148272,Stable
peak10688,-0.660417139,0.286679461,Stable
peak7062,-0.660392332,0.174832115,Stable
peak74161,-0.660355031,0.20010052,Stable
peak4994,-0.660345916,0.320063749,Stable
peak8359,-0.660345916,0.320063749,Stable
peak5352,-0.660266121,0.181339365,Stable
peak73539,-0.660246733,0.145824228,Stable
peak70615,-0.66022492,0.178591917,Stable
peak26401,-0.66021894,0.245238036,Stable
peak54367,-0.660214132,0.328095327,Stable
peak27213,-0.660152614,0.104671316,Stable
peak64492,-0.660142309,0.26482812,Stable
peak49534,-0.660119469,0.244117448,Stable
peak33529,-0.660116679,0.233585705,Stable
peak17542,-0.660100437,0.261156445,Stable
peak41499,-0.660052158,0.28015428,Stable
peak65742,-0.660048424,0.136356834,Stable
peak41829,-0.660029234,0.292801,Stable
peak70495,-0.660020812,0.454955841,Stable
peak57336,-0.660014415,0.26021023,Stable
peak9980,-0.659984476,0.179231577,Stable
peak61279,-0.659977268,0.221472505,Stable
peak641,-0.659956757,0.17304939,Stable
peak63015,-0.659934514,0.077485354,Stable
peak31532,-0.659927758,0.279776762,Stable
peak25149,-0.659921266,0.521915157,Stable
peak54945,-0.6598298,0.127067103,Stable
peak67622,-0.659793148,0.126969492,Stable
peak7205,-0.659774729,0.290915015,Stable
peak46145,-0.659743603,0.298677731,Stable
peak40136,-0.659647018,0.357158138,Stable
peak42097,-0.659595876,0.320100109,Stable
peak22815,-0.659582159,0.291273189,Stable
peak26685,-0.65956627,0.281480393,Stable
peak42213,-0.659544275,0.212007844,Stable
peak3511,-0.65951944,0.085084687,Stable
peak58358,-0.659487314,0.092743393,Stable
peak40677,-0.659420905,0.292349639,Stable
peak63908,-0.659420905,0.292349639,Stable
peak23844,-0.659185272,0.172958498,Stable
peak32727,-0.659182331,0.237373221,Stable
peak58792,-0.659167236,0.101391111,Stable
peak30511,-0.659166382,0.151524838,Stable
peak56733,-0.659157917,0.137882367,Stable
peak33836,-0.659157408,0.242010994,Stable
peak53088,-0.659157408,0.242010994,Stable
peak5601,-0.659141358,0.193748581,Stable
peak17248,-0.659128966,0.076638943,Stable
peak37882,-0.659070372,0.169374879,Stable
peak14992,-0.659017792,0.17887799,Stable
peak48783,-0.659017792,0.17887799,Stable
peak53247,-0.658953971,0.133776891,Stable
peak20127,-0.658931527,0.258335572,Stable
peak10402,-0.658925167,0.165969073,Stable
peak68407,-0.658864981,0.363843213,Stable
peak61984,-0.658765494,0.231896613,Stable
peak40675,-0.658745251,0.238915864,Stable
peak67972,-0.658745251,0.238915864,Stable
peak32436,-0.658613524,0.234931371,Stable
peak9664,-0.658568144,0.094766631,Stable
peak3914,-0.658551147,0.274425968,Stable
peak28393,-0.658551147,0.274425968,Stable
peak11369,-0.658542376,0.202031023,Stable
peak12070,-0.658523481,0.262582942,Stable
peak36942,-0.658523481,0.262582942,Stable
peak45117,-0.658477779,0.270630345,Stable
peak42410,-0.658468341,0.200896029,Stable
peak14773,-0.658433436,0.261485043,Stable
peak43465,-0.658415613,0.258432116,Stable
peak61877,-0.658415613,0.258432116,Stable
peak74545,-0.658412191,0.201245713,Stable
peak75346,-0.658349635,0.080135455,Stable
peak50424,-0.658321008,0.206377299,Stable
peak51329,-0.658321008,0.206377299,Stable
peak27559,-0.658294753,0.190799623,Stable
peak29077,-0.658294753,0.190799623,Stable
peak46658,-0.658293451,0.181484813,Stable
peak69351,-0.658233262,0.122187609,Stable
peak43045,-0.658209428,0.253574316,Stable
peak21993,-0.658193801,0.24241959,Stable
peak60222,-0.658060527,0.127238704,Stable
peak22004,-0.658026709,0.209781637,Stable
peak20864,-0.657985845,0.268291801,Stable
peak1144,-0.657960739,0.231596098,Stable
peak52317,-0.657958526,0.265409272,Stable
peak13484,-0.657886358,0.265214388,Stable
peak65955,-0.657859937,0.307865442,Stable
peak70483,-0.657723154,0.236286991,Stable
peak14689,-0.657660507,0.251322033,Stable
peak11592,-0.657639525,0.291332832,Stable
peak68935,-0.657617061,0.327054068,Stable
peak26463,-0.657524595,0.290263687,Stable
peak51531,-0.657384286,0.222025153,Stable
peak23380,-0.657373517,0.273123335,Stable
peak22056,-0.657282794,0.194301284,Stable
peak46534,-0.657266803,0.278104207,Stable
peak5435,-0.657240831,0.178791859,Stable
peak9204,-0.657228679,0.267095887,Stable
peak40278,-0.657222492,0.300574785,Stable
peak71278,-0.657194844,0.168283417,Stable
peak69063,-0.657182234,0.219170139,Stable
peak54852,-0.657159572,0.306589714,Stable
peak15571,-0.6571583,0.323387343,Stable
peak35472,-0.657066581,0.181927213,Stable
peak17939,-0.657061796,0.157954464,Stable
peak47416,-0.657054207,0.167366301,Stable
peak20414,-0.656991332,0.158440569,Stable
peak12672,-0.656962242,0.125239423,Stable
peak20593,-0.656861243,0.202199713,Stable
peak36565,-0.656858817,0.326058179,Stable
peak24726,-0.65683594,0.296120917,Stable
peak53375,-0.656822806,0.29748058,Stable
peak1763,-0.656753107,0.198288489,Stable
peak35913,-0.656747071,0.218543144,Stable
peak21666,-0.656634093,0.307407976,Stable
peak11549,-0.656399838,0.20202788,Stable
peak29763,-0.656399838,0.20202788,Stable
peak6952,-0.65638407,0.189211052,Stable
peak48917,-0.656383805,0.218268974,Stable
peak40478,-0.656381327,0.185937798,Stable
peak66166,-0.656340653,0.201856916,Stable
peak20375,-0.656279998,0.171851221,Stable
peak67666,-0.656240729,0.07948591,Stable
peak29020,-0.656238901,0.327616479,Stable
peak56048,-0.656238901,0.327616479,Stable
peak54944,-0.656230146,0.205974051,Stable
peak27384,-0.656227772,0.2382469,Stable
peak22396,-0.656162768,0.210275495,Stable
peak8763,-0.656135635,0.238308649,Stable
peak18858,-0.656115084,0.222970749,Stable
peak5513,-0.656073077,0.134848643,Stable
peak33435,-0.656056097,0.134745709,Stable
peak17290,-0.655851903,0.127414372,Stable
peak21744,-0.655843942,0.5238737,Stable
peak34077,-0.655833304,0.274412896,Stable
peak29803,-0.655815704,0.243900674,Stable
peak63840,-0.655785105,0.064719338,Stable
peak53793,-0.655730945,0.257103096,Stable
peak36870,-0.655646431,0.26339915,Stable
peak46877,-0.655628975,0.156259219,Stable
peak9024,-0.6556289,0.231749884,Stable
peak54,-0.655607904,0.014366815,Loss
peak68666,-0.655584953,0.218402994,Stable
peak37803,-0.655565907,0.244636126,Stable
peak69863,-0.655525424,0.230054538,Stable
peak15561,-0.65545365,0.23005526,Stable
peak44530,-0.65545365,0.23005526,Stable
peak60432,-0.655403597,0.231733612,Stable
peak60997,-0.655403597,0.231733612,Stable
peak27851,-0.655403332,0.278403903,Stable
peak61274,-0.65539416,0.182959208,Stable
peak32040,-0.655392669,0.365667189,Stable
peak51627,-0.655379074,0.069528116,Stable
peak30490,-0.655298177,0.246444738,Stable
peak7335,-0.655297735,0.122636041,Stable
peak20242,-0.655291666,0.184644039,Stable
peak34941,-0.655262001,0.158148202,Stable
peak68816,-0.655232474,0.268754967,Stable
peak36076,-0.655218855,0.331813462,Stable
peak71545,-0.655121517,0.197372877,Stable
peak29165,-0.655117285,0.252202917,Stable
peak46015,-0.655098766,0.250184816,Stable
peak55784,-0.655093958,0.391547503,Stable
peak29381,-0.655087399,0.575376664,Stable
peak120,-0.655013977,0.176889284,Stable
peak48101,-0.655009921,0.255533485,Stable
peak62924,-0.654973673,0.207023408,Stable
peak33356,-0.654879915,0.193681491,Stable
peak68292,-0.654759784,0.24172206,Stable
peak56197,-0.654747235,0.300613003,Stable
peak53470,-0.654588615,0.295206701,Stable
peak10316,-0.654583598,0.263461135,Stable
peak35714,-0.654528376,0.275270001,Stable
peak46644,-0.654528376,0.275270001,Stable
peak43493,-0.65452697,0.269502128,Stable
peak31519,-0.654476917,0.19408806,Stable
peak14860,-0.65447296,0.048215253,Loss
peak49628,-0.654447954,0.295049008,Stable
peak66450,-0.654375216,0.06352051,Stable
peak14274,-0.654233391,0.182018155,Stable
peak1136,-0.654176551,0.09344738,Stable
peak20082,-0.654171489,0.220987698,Stable
peak52714,-0.654130817,0.28344482,Stable
peak69719,-0.654106875,0.220339376,Stable
peak46813,-0.654097877,0.075649478,Stable
peak30723,-0.654055471,0.287848873,Stable
peak1096,-0.654045367,0.197591181,Stable
peak38618,-0.654033165,0.101590834,Stable
peak26664,-0.654021085,0.221336272,Stable
peak7526,-0.653992165,0.328026899,Stable
peak20686,-0.653991847,0.116993962,Stable
peak16896,-0.653914771,0.176147355,Stable
peak74685,-0.653911607,0.135071875,Stable
peak18220,-0.653889679,0.312748582,Stable
peak60119,-0.653884535,0.365042399,Stable
peak46418,-0.653868178,0.262592251,Stable
peak48505,-0.653868178,0.262592251,Stable
peak46275,-0.653852974,0.244616891,Stable
peak50977,-0.653811314,0.242225722,Stable
peak13237,-0.65374656,0.346051125,Stable
peak28170,-0.653732329,0.24164889,Stable
peak49017,-0.653732329,0.24164889,Stable
peak23246,-0.653656569,0.206133276,Stable
peak17168,-0.653544896,0.042868094,Loss
peak24010,-0.653490817,0.113763291,Stable
peak27503,-0.653483225,0.186029269,Stable
peak13096,-0.653482258,0.168527617,Stable
peak74625,-0.65340937,0.445862319,Stable
peak24387,-0.65334323,0.219941929,Stable
peak50023,-0.653342317,0.223910639,Stable
peak290,-0.653295543,0.430170561,Stable
peak69545,-0.653265462,0.127366588,Stable
peak75135,-0.653222681,0.251555647,Stable
peak12425,-0.653158608,0.331832019,Stable
peak38222,-0.653136021,0.40836214,Stable
peak38970,-0.65307349,0.130148144,Stable
peak1617,-0.653034124,0.23443862,Stable
peak14764,-0.652991784,0.334924106,Stable
peak24322,-0.652974791,0.268157558,Stable
peak14942,-0.652970475,0.201675535,Stable
peak21364,-0.652970475,0.201675535,Stable
peak21047,-0.652909729,0.14310871,Stable
peak243,-0.652889726,0.300769971,Stable
peak29201,-0.65288536,0.275275128,Stable
peak72743,-0.6528646,0.105790081,Stable
peak2425,-0.652848617,0.329058197,Stable
peak4635,-0.652821784,0.177713994,Stable
peak67966,-0.652819798,0.312935973,Stable
peak46742,-0.652793626,0.34925017,Stable
peak43869,-0.652704954,0.172535199,Stable
peak57414,-0.652704954,0.172535199,Stable
peak34797,-0.652691894,0.39913198,Stable
peak33282,-0.652678806,0.168864541,Stable
peak7423,-0.652631809,0.158678361,Stable
peak58882,-0.652593383,0.222001453,Stable
peak39959,-0.652552242,0.273040206,Stable
peak70282,-0.652552242,0.273040206,Stable
peak13179,-0.652518817,0.257560153,Stable
peak54645,-0.652465332,0.19122333,Stable
